1	3 
2	2 
3	1 
4	5 
5	2 
6	5 
7	3 
8	1 
9	5 
10	4 
11	2 
12	3 
13	2 
14	4 
15	5 
16	2 
17	1 
18	5 
19	2 
20	2 
21	1 
22	4 
23	1 
24	3 
25	2 
26	4 
27	3 
28	3 
29	2 
30	1 
31	1 
32	3 
33	2 
34	1 
35	2 
36	5 
37	5 
38	1 
39	5 
40	1 
41	5 
42	2 
43	2 
44	5 
45	4 
46	1 
47	2 
48	3 
49	2 
50	3 
51	3 
52	1 
53	4 
54	3 
55	1 
56	5 
57	4 
58	4 
59	5 
60	1 
61	5 
62	5 
63	3 
64	4 
65	1 
66	2 
67	4 
68	2 
69	3 
70	2 
71	5 
72	3 
73	5 
74	1 
75	5 
76	1 
77	2 
78	4 
79	2 
80	1 
81	2 
82	1 
83	5 
84	1 
85	3 
86	5 
87	3 
88	3 
89	2 
90	3 
91	3 
92	5 
93	5 
94	2 
95	2 
96	3 
97	5 
98	3 
99	1 
100	1 
