1	2 
2	5 
3	5 
4	1 
5	1 
6	1 
7	1 
8	5 
9	1 
10	1 
11	2 
12	2 
13	2 
14	2 
15	5 
16	2 
17	5 
18	3 
19	2 
20	2 
21	3 
22	5 
23	1 
24	1 
25	2 
26	1 
27	3 
28	5 
29	2 
30	1 
31	5 
32	2 
33	4 
34	3 
35	4 
36	2 
37	1 
38	5 
39	5 
40	1 
41	1 
42	3 
43	1 
44	2 
45	3 
46	4 
47	1 
48	3 
49	2 
50	1 
51	5 
52	4 
53	5 
54	2 
55	4 
56	3 
57	4 
58	2 
59	4 
60	4 
61	5 
62	3 
63	3 
64	5 
65	1 
66	2 
67	1 
68	3 
69	5 
70	4 
71	1 
72	3 
73	5 
74	2 
75	5 
76	1 
77	1 
78	1 
79	2 
80	2 
81	4 
82	4 
83	4 
84	3 
85	4 
86	5 
87	1 
88	5 
89	1 
90	4 
91	1 
92	3 
93	1 
94	3 
95	3 
96	2 
97	1 
98	1 
99	5 
100	2 
