1	3 
2	4 
3	1 
4	3 
5	5 
6	5 
7	5 
8	5 
9	5 
10	3 
11	3 
12	5 
13	4 
14	4 
15	2 
16	5 
17	4 
18	1 
19	2 
20	3 
21	2 
22	2 
23	2 
24	2 
25	2 
26	3 
27	1 
28	5 
29	1 
30	5 
31	5 
32	3 
33	3 
34	5 
35	1 
36	5 
37	1 
38	4 
39	2 
40	4 
41	1 
42	5 
43	5 
44	1 
45	2 
46	3 
47	5 
48	4 
49	5 
50	2 
51	4 
52	4 
53	2 
54	5 
55	2 
56	1 
57	5 
58	5 
59	5 
60	5 
61	3 
62	4 
63	1 
64	2 
65	5 
66	3 
67	1 
68	2 
69	5 
70	3 
71	1 
72	2 
73	4 
74	5 
75	1 
76	4 
77	2 
78	4 
79	5 
80	2 
81	5 
82	4 
83	3 
84	5 
85	3 
86	5 
87	3 
88	5 
89	2 
90	3 
91	5 
92	5 
93	1 
94	5 
95	3 
96	3 
97	2 
98	5 
99	4 
100	1 
