1	4 
2	1 
3	4 
4	3 
5	1 
6	5 
7	1 
8	1 
9	4 
10	5 
11	3 
12	2 
13	4 
14	2 
15	4 
16	1 
17	4 
18	2 
19	5 
20	4 
21	2 
22	5 
23	2 
24	5 
25	5 
26	5 
27	5 
28	3 
29	5 
30	2 
31	4 
32	3 
33	1 
34	5 
35	4 
36	1 
37	5 
38	3 
39	2 
40	1 
41	2 
42	5 
43	4 
44	1 
45	4 
46	5 
47	4 
48	1 
49	4 
50	5 
51	4 
52	4 
53	5 
54	1 
55	5 
56	4 
57	3 
58	3 
59	4 
60	1 
61	2 
62	1 
63	2 
64	2 
65	3 
66	3 
67	1 
68	1 
69	3 
70	4 
71	2 
72	2 
73	3 
74	2 
75	1 
76	2 
77	5 
78	5 
79	1 
80	4 
81	1 
82	4 
83	1 
84	2 
85	1 
86	1 
87	4 
88	3 
89	1 
90	4 
91	1 
92	4 
93	5 
94	2 
95	4 
96	4 
97	4 
98	3 
99	5 
100	3 
