1	5 
2	5 
3	5 
4	2 
5	3 
6	3 
7	1 
8	3 
9	5 
10	1 
11	3 
12	2 
13	5 
14	1 
15	1 
16	5 
17	1 
18	1 
19	1 
20	4 
21	4 
22	3 
23	2 
24	2 
25	2 
26	3 
27	1 
28	4 
29	1 
30	1 
31	5 
32	5 
33	1 
34	5 
35	1 
36	3 
37	1 
38	5 
39	3 
40	2 
41	5 
42	4 
43	2 
44	4 
45	2 
46	2 
47	5 
48	5 
49	5 
50	1 
51	1 
52	5 
53	5 
54	5 
55	5 
56	1 
57	5 
58	5 
59	4 
60	3 
61	4 
62	5 
63	2 
64	3 
65	1 
66	5 
67	4 
68	2 
69	5 
70	5 
71	5 
72	1 
73	3 
74	2 
75	2 
76	3 
77	5 
78	5 
79	5 
80	4 
81	5 
82	1 
83	1 
84	3 
85	4 
86	5 
87	3 
88	2 
89	5 
90	3 
91	3 
92	4 
93	3 
94	4 
95	2 
96	2 
97	2 
98	5 
99	2 
100	1 
