1	2 
2	2 
3	2 
4	1 
5	3 
6	2 
7	4 
8	2 
9	3 
10	2 
11	1 
12	3 
13	1 
14	2 
15	2 
16	1 
17	3 
18	1 
19	1 
20	2 
21	3 
22	1 
23	4 
24	4 
25	1 
26	2 
27	2 
28	1 
29	2 
30	4 
31	2 
32	2 
33	1 
34	3 
35	3 
36	2 
37	3 
38	2 
39	1 
40	3 
41	1 
42	4 
43	1 
44	1 
45	1 
46	3 
47	1 
48	2 
49	1 
50	1 
51	3 
52	2 
53	2 
54	1 
55	3 
56	3 
57	4 
58	1 
59	3 
60	2 
61	4 
62	4 
63	4 
64	2 
65	1 
66	2 
67	2 
68	3 
69	2 
70	3 
71	3 
72	1 
73	3 
74	3 
75	1 
76	2 
77	4 
78	2 
79	1 
80	1 
81	3 
82	2 
83	2 
84	1 
85	3 
86	3 
87	3 
88	2 
89	1 
90	1 
91	2 
92	4 
93	3 
94	4 
95	2 
96	4 
97	2 
98	3 
99	2 
100	1 
